,PHASTERYO033_1,PHASTERYO382_2,PHASTERYO384_1,PHASTERYO128_1,PHASTERYO107_4,PHASTERYO106_4,PHASTERYO102_5,PHASTERYO103_9,PHASTERYO352.nanopore_1,PHASTERYO199.nanopore_3,PHASTERYO204.nanopore_3,PHASTERYO359_1,PHASTERYO356_1,PHASTERYO357_1,PHASTERYO380_1,PHASTERYO185_1,PHASTERYO184_1,PHASTERYO183_1,PHASTERYO181_1,PHASTERYO180_1,PHASTERYO177_1,PHASTERYO176_1,PHASTERYO175_1,PHASTERYO174_1,PHASTERYO173_1,PHASTERYO171_1,PHASTERYO170_1,PHASTERYO167_1,PHASTERYO166_1,PHASTERYO165_1,PHASTERYO162_1,PHASTERYO148_1,PHASTERYO147_1,PHASTERYO146_1,PHASTERYO144_1,PHASTERYO143_1,PHASTERYO132_1,PHASTERYO129_1,PHASTERYO127_1,PHASTERYO125_1,PHASTERYO123_1,PHASTERYO121_1,PHASTERYO120_1,PHASTERYO117_1,PHASTERYO116_1,PHASTERYO115_1,PHASTERYO114_1,PHASTERYO113_1,PHASTERYO112_1,PHASTERYO097_1,PHASTERYO096_1,PHASTERYO095_1,PHASTERYO094_1,PHASTERYO093_1,PHASTERYO092_1,PHASTERYO091_1,PHASTERYO090_1,PHASTERYO087_1,PHASTERYO086_1,PHASTERYO085_1,PHASTERYO070_1,PHASTERYO069_1,PHASTERYO068_1,PHASTERYO065_1,PHASTERYO064_1,PHASTERYO063_1,PHASTERYO062_1,PHASTERYO060_1,PHASTERYO054_1,PHASTERYO052_1,PHASTERYO051_1,PHASTERYO050_1,PHASTERYO048_1,PHASTERYO047_1,PHASTERYO046_1,PHASTERYO045_1,PHASTERYO044_1,PHASTERYO019_1,PHASTERYO017_1,PHASTERYO013_1,PHASTERYO012_1,PHASTERYO011_1,PHASTERYO010_1,PHASTERYO008_1,PHASTERYO002_1,PHASTERYO004_1,PHASTERYO126_2,PHASTERYO073_1,PHASTERYO072_1,PHASTERYO053_1,PHASTERYO071_1,PHASTERYO154_2,PHASTERYO164_2,PHASTERYO079_2,PHASTERYO163_2,PHASTERYO204.nanopore_1,PHASTERYO199.nanopore_1,PHASTERYO352.nanopore_3,PHASTERYO026_1,PHASTERYO012_2,PHASTERYO051_2,PHASTERYO071_2,PHASTERYO010_2,PHASTERYO072_2,PHASTERYO073_2,PHASTERYO380_2,PHASTERYO359_2,PHASTERYO357_2,PHASTERYO356_2,PHASTERYO185_2,PHASTERYO184_2,PHASTERYO183_2,PHASTERYO181_2,PHASTERYO177_2,PHASTERYO176_2,PHASTERYO174_2,PHASTERYO173_2,PHASTERYO171_2,PHASTERYO170_2,PHASTERYO167_2,PHASTERYO166_2,PHASTERYO165_2,PHASTERYO148_2,PHASTERYO147_2,PHASTERYO146_2,PHASTERYO144_2,PHASTERYO143_2,PHASTERYO132_2,PHASTERYO129_2,PHASTERYO127_2,PHASTERYO126_3,PHASTERYO125_2,PHASTERYO123_2,PHASTERYO121_2,PHASTERYO120_2,PHASTERYO117_2,PHASTERYO116_2,PHASTERYO115_2,PHASTERYO114_2,PHASTERYO113_2,PHASTERYO112_2,PHASTERYO097_2,PHASTERYO096_2,PHASTERYO095_2,PHASTERYO094_2,PHASTERYO093_2,PHASTERYO092_2,PHASTERYO091_2,PHASTERYO090_2,PHASTERYO087_2,PHASTERYO086_2,PHASTERYO070_2,PHASTERYO069_2,PHASTERYO068_2,PHASTERYO065_2,PHASTERYO064_2,PHASTERYO063_2,PHASTERYO062_2,PHASTERYO060_2,PHASTERYO054_2,PHASTERYO052_2,PHASTERYO050_2,PHASTERYO048_2,PHASTERYO047_2,PHASTERYO046_2,PHASTERYO045_2,PHASTERYO044_2,PHASTERYO019_2,PHASTERYO017_2,PHASTERYO013_2,PHASTERYO011_2,PHASTERYO008_2,PHASTERYO002_2,PHASTERYO004_2,PHASTERYO053_2,PHASTERYO085_2,PHASTERYO009_1,PHASTERYO010_3,PHASTERYO134_2,PHASTERYO169_1,PHASTERYO158_1,PHASTERYO374_2,PHASTERYO192_1,PHASTERYO168_1,PHASTERYO190_1,PHASTERYO033_2,PHASTERYO036_3,PHASTERYO035_3,PHASTERYO160_3,PHASTERYO089_1,PHASTERYO159_2,PHASTERYO156_1,PHASTERYO021_1,PHASTERYO018_1,PHASTERYO020_1,PHASTERYO382_1,PHASTERYO383_2,PHASTERYO101_2,PHASTERYO080_4,PHASTERYO191_3,PHASTERYO005_1,PHASTERYO151_1,PHASTERYO149_1,PHASTERYO107_1,PHASTERYO007_1,PHASTERYO075_1,PHASTERYO187_2,PHASTERYO104_1,PHASTERYO105_2,PHASTERYO103_8,PHASTERYO102_2,PHASTERYO106_2,PHASTERYO029_5,PHASTERYO009_2,PHASTERYO194_1,PHASTERYO178_3,PHASTERYO122_1,PHASTERYO135_1,PHASTERYO164_4,PHASTERYO079_4,PHASTERYO163_4,PHASTERYO028_2,PHASTERYO141_1,PHASTERYO140_1,PHASTERYO139_1,PHASTERYO138_1,PHASTERYO137_1,PHASTERYO124_2,PHASTERYO136_1,PHASTERYO105_4,PHASTERYO194_2,PHASTERYO178_1,PHASTERYO122_2,PHASTERYO135_4,PHASTERYO041_1,PHASTERYO082_3,PHASTERYO015_5,PHASTERYO016_5,PHASTERYO025_4,PHASTERYO077_2,PHASTERYO134_1,PHASTERYO160_4,PHASTERYO035_4,PHASTERYO159_4,PHASTERYO036_4,PHASTERYO089_2,PHASTERYO032_2,PHASTERYO188_2,PHASTERYO374_3,PHASTERYO009_3,PHASTERYO161_4,PHASTERYO040_4,PHASTERYO378_4,PHASTERYO152_1,PHASTERYO023_2,PHASTERYO101_3,PHASTERYO375_6,PHASTERYO164_1,PHASTERYO079_1,PHASTERYO163_1,PHASTERYO006_4,PHASTERYO029_3,PHASTERYO027_3,PHASTERYO074_4,PHASTERYO178_4,PHASTERYO150_3,PHASTERYO150_4,PHASTERYO139_2,PHASTERYO136_2,PHASTERYO141_2,PHASTERYO140_2,PHASTERYO138_2,PHASTERYO124_1,PHASTERYO137_2,PHASTERYO037_1,PHASTERYO038_1,PHASTERYO034_1,PHASTERYO155_1,PHASTERYO376_3,PHASTERYO194_3,PHASTERYO122_3,PHASTERYO135_2,PHASTERYO182_1,PHASTERYO187_4,PHASTERYO084_3,PHASTERYO006_3,PHASTERYO029_2,PHASTERYO375_4,PHASTERYO376_6,PHASTERYO154_3,PHASTERYO003_3,PHASTERYO084_5,PHASTERYO025_5,PHASTERYO040_2,PHASTERYO378_2,PHASTERYO131_4,PHASTERYO161_1,PHASTERYO103_6,PHASTERYO375_1,PHASTERYO102_1,PHASTERYO106_1,PHASTERYO103_7,PHASTERYO187_3,PHASTERYO108_1,PHASTERYO383_1,PHASTERYO084_2,PHASTERYO381_1,PHASTERYO088_1,PHASTERYO098_1,PHASTERYO163_3,PHASTERYO164_3,PHASTERYO107_2,PHASTERYO108_2,PHASTERYO374_1
PHASTERYO204.nanopore_3,0.0994698,0.147707,0.130979,0.13538,0.117785,0.126974,0.126974,0.126974,0,0,0,0.00282712,0.00282712,0.00282712,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000906124,0.000705841,0.000705841,0.000705841,0.000705841,0.000705841,1,1,1,1,0.140258,0.140258,0.140258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO359_1,0.100846,0.145727,0.129604,0.13538,0.119909,0.125715,0.125715,0.125715,0.00282712,0.00282712,0.00282712,0,0,0,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00213483,0.00213483,0.00213483,0.00213483,0.00213483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO356_1,0.100846,0.145727,0.129604,0.13538,0.119909,0.125715,0.125715,0.125715,0.00282712,0.00282712,0.00282712,0,0,0,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00213483,0.00213483,0.00213483,0.00213483,0.00213483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO357_1,0.100846,0.145727,0.129604,0.13538,0.119909,0.125715,0.125715,0.125715,0.00282712,0.00282712,0.00282712,0,0,0,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00191916,0.00213483,0.00213483,0.00213483,0.00213483,0.00213483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO380_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO185_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO184_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO183_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO181_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO180_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO177_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO176_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHASTERYO175_1,0.0987984,0.145727,0.129604,0.133864,0.117785,0.1233,0.1233,0.1233,0.000906124,0.000906124,0.000906124,0.00191916,0.00191916,0.00191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191626,0.000191626,0.000191626,0.000191626,0.000191626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
